Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,Market_Type,Actual_ESG,Predicted_ESG,Error,Absolute_Error
Energy,Asia,2023,7537.8,17.1,25578.3,0.4,30.8,68.9,32.1,7420784.9,2226235.5,74207848.7,Emerging,43.9,45.25901552509917,-1.3590155250991742,1.3590155250991742
Manufacturing,North America,2019,1382.1,17.9,4033.9,-0.5,52.9,51.3,83.3,343882.9,458510.5,5731381.3,Developed,62.5,62.96116500325945,-0.46116500325945253,0.46116500325945253
Technology,Africa,2019,4403.7,18.2,16481.6,16.2,76.7,55.9,10.8,146028.5,87617.1,292057.0,Emerging,47.8,47.09400858964531,0.7059914103546845,0.7059914103546845
Finance,Middle East,2020,4678.0,20.6,10385.8,7.5,100.0,39.5,93.7,46780.3,23390.1,116950.7,Emerging,77.7,76.58832878399754,1.1116712160024633,1.1116712160024633
Consumer Goods,Middle East,2022,663.3,19.3,2480.8,14.1,20.7,31.3,55.2,139934.9,174918.6,699674.3,Emerging,35.8,34.97956123566235,0.820438764337645,0.820438764337645
Utilities,Oceania,2022,2777.9,18.6,5243.5,2.7,51.3,45.5,53.7,1868980.6,1168112.9,18689806.2,Developed,50.2,50.05776217563323,0.14223782436677368,0.14223782436677368
Technology,North America,2024,7317.2,20.0,50630.3,-2.3,100.0,59.5,35.6,182931.2,109758.7,365862.3,Developed,65.0,65.34568394666309,-0.34568394666308677,0.34568394666308677
Technology,Africa,2021,955.4,20.6,6634.8,7.9,72.0,73.4,9.4,33242.4,19945.5,66484.8,Emerging,51.6,52.00637752799244,-0.40637752799244,0.40637752799244
Healthcare,Middle East,2015,1161.4,18.7,3896.7,,56.3,51.3,10.8,93615.4,93615.4,187230.8,Emerging,39.5,37.406743069078956,2.0932569309210436,2.0932569309210436
Utilities,Latin America,2024,676.5,12.0,1116.9,9.5,54.9,72.9,40.0,441492.1,275932.6,4414921.2,Emerging,55.9,56.81462828302027,-0.9146282830202708,0.9146282830202708
Utilities,Oceania,2018,1583.8,9.8,2004.4,-11.0,16.9,91.3,56.3,1370541.0,856588.1,13705409.7,Developed,54.8,55.021584604993635,-0.2215846049936374,0.2215846049936374
Technology,Latin America,2016,1912.2,17.1,7593.2,4.5,90.2,46.7,16.8,54331.8,32599.1,108663.7,Emerging,51.3,51.496473855429215,-0.19647385542921825,0.19647385542921825
Transportation,Middle East,2019,158.6,4.1,81.5,9.0,77.2,68.8,4.9,62726.0,10454.3,209086.7,Emerging,50.3,52.40651571005791,-2.106515710057913,2.106515710057913
Retail,Asia,2022,1482.1,4.1,988.5,2.5,64.4,50.1,100.0,111030.7,55515.4,222061.5,Emerging,71.5,71.99163959281924,-0.4916395928192401,0.4916395928192401
Healthcare,Latin America,2024,8380.0,17.1,19512.3,24.8,86.1,50.7,32.5,500506.0,500506.0,1001012.0,Emerging,56.4,56.13205996781866,0.2679400321813361,0.2679400321813361
Healthcare,Middle East,2024,3907.6,18.2,11512.0,0.6,55.8,6.4,15.6,316326.5,316326.5,632652.9,Emerging,25.9,26.076430484556596,-0.17643048455659738,0.17643048455659738
Transportation,Middle East,2025,2326.8,24.9,10025.3,-1.8,52.2,25.5,22.9,1165506.5,194251.1,3885021.7,Emerging,33.5,33.49961873196646,0.00038126803354288086,0.00038126803354288086
Consumer Goods,Middle East,2016,1793.0,9.1,3780.2,-10.0,27.9,4.7,8.1,360305.1,450381.4,1801525.5,Emerging,13.6,13.866894326735496,-0.2668943267354962,0.2668943267354962
Energy,Asia,2020,13265.8,46.7,84268.0,-5.7,50.4,20.6,40.5,11237133.9,3371140.2,112371339.3,Emerging,37.2,36.31604443029093,0.8839555697090731,0.8839555697090731
Finance,Africa,2016,1427.5,17.8,4010.5,5.9,95.0,43.0,5.2,15265.6,7632.8,38164.0,Emerging,47.8,47.284505718789994,0.5154942812100032,0.5154942812100032
Utilities,Middle East,2021,1249.8,9.5,1321.9,12.5,61.2,46.7,89.0,771760.0,482350.0,7717600.2,Emerging,65.6,64.62648356432483,0.9735164356751653,0.9735164356751653
Consumer Goods,Middle East,2017,1623.2,4.1,781.8,20.4,78.0,62.6,10.1,212365.6,265457.0,1061827.8,Emerging,50.2,51.079922591326316,-0.8799225913263129,0.8799225913263129
Retail,Asia,2018,311.9,7.2,516.9,2.0,44.7,8.5,28.4,27668.9,13834.5,55337.9,Emerging,27.2,27.330206435855093,-0.13020643585509362,0.13020643585509362
Healthcare,Europe,2016,2095.0,19.1,5392.5,5.4,57.3,91.8,79.0,167361.3,167361.3,334722.6,Developed,76.0,76.01079802466299,-0.010798024662989292,0.010798024662989292
Finance,Europe,2024,2283.0,-2.4,10864.2,9.0,100.0,40.1,59.8,22829.8,11414.9,57074.6,Developed,66.6,65.97736504419656,0.6226349558034343,0.6226349558034343
Finance,Africa,2018,14656.4,27.2,75095.3,10.4,75.0,78.9,31.5,197815.7,98907.8,494539.2,Emerging,61.8,62.895094130107395,-1.0950941301073982,1.0950941301073982
Retail,Asia,2019,1247.6,-2.0,5421.5,9.0,68.7,50.5,95.1,89681.3,44840.7,179362.6,Emerging,71.5,71.44987252466048,0.05012747533952222,0.05012747533952222
Finance,Latin America,2022,4993.3,16.5,12564.8,7.4,66.7,48.5,75.9,73223.7,36611.8,183059.2,Emerging,63.7,63.65317342775694,0.04682657224306297,0.04682657224306297
Manufacturing,Oceania,2021,1313.6,-2.0,1605.7,7.9,79.8,59.0,48.2,252698.2,336930.9,4211636.4,Developed,62.3,61.734468360429595,0.565531639570402,0.565531639570402
Finance,Oceania,2023,3174.1,11.3,6403.4,11.4,100.0,84.7,47.1,31741.2,15870.6,79353.0,Developed,77.2,77.03875279848866,0.16124720151134397,0.16124720151134397
Technology,Latin America,2025,7364.4,16.1,24347.2,20.1,85.6,64.1,21.2,221180.4,132708.2,442360.7,Emerging,57.0,55.80970809155713,1.1902919084428731,1.1902919084428731
Healthcare,North America,2018,4658.2,-2.0,18476.6,4.0,65.5,59.6,69.8,345254.3,345254.3,690508.7,Developed,65.0,64.41321708948759,0.5867829105124116,0.5867829105124116
Retail,Europe,2017,1668.7,7.7,1408.5,2.7,57.5,79.1,68.5,133110.9,66555.4,266221.8,Developed,68.4,68.18378884686537,0.2162111531346369,0.2162111531346369
Finance,Africa,2025,6490.4,23.4,20905.1,12.2,100.0,74.9,45.2,64903.9,32452.0,162259.8,Emerging,73.4,73.42087227818664,-0.020872278186629956,0.020872278186629956
Healthcare,North America,2015,410.1,9.7,765.4,,70.1,25.6,89.2,29096.6,29096.6,58193.1,Developed,61.6,62.139644083995414,-0.5396440839954124,0.5396440839954124
Healthcare,North America,2019,2558.4,10.3,5482.6,3.6,20.7,71.3,53.7,269990.2,269990.2,539980.3,Developed,48.6,49.18941049945612,-0.5894104994561218,0.5894104994561218
Finance,Latin America,2018,204.6,17.5,501.9,-5.7,100.0,47.3,47.1,2046.3,1023.2,5115.8,Emerging,64.8,64.69750751451137,0.1024924854886251,0.1024924854886251
Technology,Latin America,2022,4726.3,19.2,17000.4,6.2,100.0,52.1,87.5,118156.4,70893.8,236312.8,Emerging,79.9,79.20469889071187,0.6953011092881383,0.6953011092881383
Consumer Goods,Latin America,2019,1672.7,10.6,2423.9,13.7,82.8,23.2,28.7,207633.9,259542.4,1038169.5,Emerging,44.9,45.148405730102404,-0.2484057301024052,0.2484057301024052
Technology,Latin America,2024,7885.3,9.4,14345.5,0.4,74.3,51.9,20.0,267985.9,160791.5,535971.7,Emerging,48.7,48.80898905266325,-0.10898905266324732,0.10898905266324732
Retail,Middle East,2024,2807.4,15.7,5398.5,7.6,47.4,15.0,14.3,243775.8,121887.9,487551.6,Emerging,25.6,24.75549930242825,0.8445006975717497,0.8445006975717497
Manufacturing,Asia,2020,3830.8,15.4,5380.1,-7.0,39.9,47.3,55.8,1058286.9,1411049.2,17638115.5,Emerging,47.6,48.069576274901614,-0.4695762749016126,0.4695762749016126
Technology,Africa,2017,5497.1,23.4,33251.0,5.9,100.0,47.4,20.4,137428.2,82456.9,274856.3,Emerging,55.9,56.240101658799006,-0.3401016587990071,0.3401016587990071
Manufacturing,Asia,2023,17672.5,2.8,7322.3,9.1,50.3,72.9,88.7,4494925.3,5993233.7,74915420.9,Emerging,70.6,70.87741103056621,-0.2774110305662134,0.2774110305662134
Consumer Goods,Oceania,2015,1182.5,7.5,1664.5,,35.7,70.4,97.5,224640.4,280800.5,1123202.1,Developed,67.9,67.57211202795736,0.32788797204264597,0.32788797204264597
Consumer Goods,North America,2023,3618.1,12.7,9238.4,7.5,39.6,66.7,55.8,667771.4,834714.3,3338857.0,Developed,54.0,53.31091155159173,0.6890884484082704,0.6890884484082704
Transportation,Africa,2022,4619.9,17.4,9861.6,8.5,27.7,35.9,48.0,2789350.8,464891.8,9297835.9,Emerging,37.2,37.52931861362847,-0.32931861362846604,0.32931861362846604
Utilities,Middle East,2025,1241.9,0.9,161.3,18.7,73.9,66.6,67.3,678201.6,423876.0,6782015.6,Emerging,69.3,69.38921276797126,-0.08921276797126154,0.08921276797126154
Manufacturing,Africa,2015,504.4,9.6,853.5,,11.2,58.9,49.5,169704.7,226273.0,2828412.1,Emerging,39.9,39.31274946838255,0.5872505316174497,0.5872505316174497
Consumer Goods,North America,2016,427.6,11.0,697.6,13.6,39.4,57.3,73.2,79055.9,98819.9,395279.5,Developed,56.6,56.333725889703686,0.2662741102963153,0.2662741102963153
Consumer Goods,Europe,2021,723.8,9.1,953.7,-5.5,70.5,62.4,58.9,102224.0,127780.0,511120.1,Developed,64.0,63.664128790725904,0.33587120927409586,0.33587120927409586
Manufacturing,Asia,2020,2257.6,14.2,3697.7,-2.3,26.2,46.6,73.5,688577.3,918103.1,11476288.7,Emerging,48.8,47.96659943811091,0.8334005618890856,0.8334005618890856
Utilities,Asia,2024,1717.4,7.9,1172.6,6.3,76.1,51.4,51.6,917087.2,573179.5,9170871.7,Emerging,59.7,58.13690715210254,1.5630928478974653,1.5630928478974653
Healthcare,Asia,2025,9950.0,-2.8,41331.4,14.1,90.5,15.3,87.2,563464.2,563464.2,1126928.4,Emerging,64.4,64.18828580309275,0.21171419690725202,0.21171419690725202
Consumer Goods,Africa,2023,1101.9,5.1,1017.6,0.4,40.8,60.1,15.0,201529.3,251911.7,1007646.7,Emerging,38.6,37.5255826518993,1.0744173481007024,1.0744173481007024
Energy,Africa,2016,603.5,20.7,1747.2,17.2,30.3,50.0,28.4,596092.7,178827.8,5960926.9,Emerging,36.3,37.21009511871641,-0.9100951187164128,0.9100951187164128
Transportation,Europe,2021,2102.0,-3.3,6153.9,9.6,55.5,28.8,73.7,1023128.1,170521.3,3410426.9,Developed,52.7,52.918121628400804,-0.21812162840080163,0.21812162840080163
Consumer Goods,Oceania,2015,1662.0,14.5,2547.6,,83.4,50.6,55.6,204736.9,255921.2,1023684.7,Developed,63.2,62.925078966343314,0.27492103365668896,0.27492103365668896
Energy,Latin America,2017,11854.7,-1.0,51841.8,-14.0,42.8,64.0,30.1,10671794.7,3201538.4,106717947.1,Emerging,45.6,45.410455569413315,0.18954443058668602,0.18954443058668602
Technology,North America,2022,4673.0,6.7,8480.9,6.2,43.5,83.4,69.0,209222.4,125533.4,418444.8,Developed,65.3,65.56839181703327,-0.26839181703327597,0.26839181703327597
Energy,Latin America,2020,8915.4,4.0,5548.1,-4.8,49.9,63.5,26.8,7586172.3,2275851.7,75861723.0,Emerging,46.7,46.4886223369713,0.2113776630287063,0.2113776630287063
Transportation,Oceania,2018,387.2,9.0,688.9,-15.6,58.0,51.8,62.6,184392.1,30732.0,614640.2,Developed,57.5,56.997107284800656,0.5028927151993443,0.5028927151993443
Manufacturing,Oceania,2024,6125.5,-9.0,25935.4,3.3,85.2,87.5,36.1,1109808.1,1479744.1,18496801.2,Developed,69.6,68.03775136778806,1.5622486322119329,1.5622486322119329
Consumer Goods,Asia,2015,613.9,8.8,1341.4,,6.3,31.4,33.1,141912.5,177390.6,709562.4,Emerging,23.6,23.545198948761726,0.05480105123827528,0.05480105123827528
Retail,Middle East,2024,5871.3,11.5,14701.8,27.5,99.0,60.2,45.2,297647.9,148824.0,595295.9,Emerging,68.1,69.2466269100538,-1.1466269100538113,1.1466269100538113
Energy,Africa,2023,9726.5,1.4,1500.5,1.9,38.0,19.1,40.6,9083206.0,2724961.8,90832059.7,Emerging,32.6,32.40842791021346,0.19157208978653983,0.19157208978653983
Consumer Goods,Africa,2018,1524.0,16.8,4794.4,8.6,63.1,50.6,39.1,231203.2,289004.0,1156016.1,Emerging,50.9,51.5504740678619,-0.6504740678619001,0.6504740678619001
Consumer Goods,Africa,2021,1405.9,-5.7,6085.4,-1.9,50.3,33.7,72.2,238380.0,297975.0,1191900.0,Emerging,52.1,51.326954953633056,0.7730450463669456,0.7730450463669456
Retail,Oceania,2021,333.1,-1.0,1557.4,3.2,62.0,38.6,76.0,25525.9,12762.9,51051.7,Developed,58.9,58.31648418768774,0.5835158123122568,0.5835158123122568
Consumer Goods,Europe,2022,350.6,16.3,944.9,0.5,44.3,65.2,72.0,62402.8,78003.5,312014.1,Developed,60.5,61.24536027387896,-0.7453602738789584,0.7453602738789584
Finance,Europe,2023,4945.8,32.8,24331.3,17.1,100.0,84.8,100.0,49457.8,24728.9,123644.6,Developed,94.9,94.81655313288199,0.0834468671180133,0.0834468671180133
Finance,Europe,2021,6450.9,8.1,9949.5,16.4,96.2,84.9,93.4,67977.4,33988.7,169943.4,Developed,91.5,92.38132321458538,-0.8813232145853789,0.8813232145853789
Technology,Asia,2015,15990.5,28.2,70900.9,,94.4,39.5,76.1,431120.1,258672.0,862240.2,Emerging,70.0,68.7602885389887,1.2397114610112965,1.2397114610112965
Retail,North America,2019,1538.1,2.1,680.7,12.8,47.5,54.3,19.3,133468.2,66734.1,266936.3,Developed,40.4,39.97479224884101,0.425207751158986,0.425207751158986
Transportation,Asia,2020,1197.4,-2.3,3050.7,6.0,25.0,67.5,59.5,736584.1,122764.0,2455280.4,Emerging,50.7,51.090053283799286,-0.3900532837992827,0.3900532837992827
Technology,North America,2017,6930.4,13.3,28751.6,6.0,53.9,76.4,74.0,284991.1,170994.7,569982.2,Developed,68.1,68.2967440429061,-0.19674404290610426,0.19674404290610426
Consumer Goods,Latin America,2017,1416.7,15.6,3923.1,2.9,81.8,19.3,28.5,177790.7,222238.4,888953.6,Emerging,43.2,43.73958900630261,-0.5395890063026059,0.5395890063026059
Consumer Goods,Middle East,2025,2156.1,17.2,7132.3,9.9,43.9,62.8,26.9,384898.7,481123.4,1924493.7,Emerging,44.6,45.053255715330614,-0.45325571533061293,0.45325571533061293
Consumer Goods,Asia,2023,638.0,19.1,1959.0,18.8,74.7,100.0,88.9,86388.2,107985.2,431941.0,Emerging,87.9,87.26734483179526,0.6326551682047494,0.6326551682047494
Technology,Europe,2023,45161.5,10.4,95297.8,4.3,98.8,59.9,78.6,1148495.9,689097.5,2296991.8,Developed,79.1,79.32367621603606,-0.22367621603606835,0.22367621603606835
Utilities,North America,2019,800.5,16.0,1112.3,-5.8,7.5,84.0,95.5,734737.8,459211.1,7347378.3,Developed,62.4,62.09282626875623,0.3071737312437719,0.3071737312437719
Technology,North America,2020,6024.2,21.4,31498.1,9.0,96.3,58.6,30.6,158387.9,95032.8,316775.9,Developed,61.9,61.71178101179887,0.18821898820112892,0.18821898820112892
Energy,Middle East,2022,17633.3,19.5,34300.0,12.1,48.8,49.6,47.8,15130959.5,4539287.8,151309594.6,Emerging,48.7,48.8623194705101,-0.16231947051009854,0.16231947051009854
Utilities,North America,2021,747.5,12.5,1103.8,-4.7,8.8,85.7,95.4,680970.8,425606.7,6809707.7,Developed,63.3,62.635791520793205,0.6642084792067919,0.6642084792067919
Consumer Goods,Middle East,2016,3910.0,13.0,8036.0,4.1,89.8,41.5,57.4,446998.1,558747.7,2234990.7,Emerging,62.9,63.41957093694792,-0.5195709369479218,0.5195709369479218
Transportation,Asia,2024,932.1,-3.4,4172.3,13.9,52.9,31.3,75.9,463896.7,77316.1,1546322.3,Emerging,53.4,53.326531716779115,0.07346828322088328,0.07346828322088328
Healthcare,Asia,2025,5944.8,23.1,27936.4,8.5,97.7,80.9,48.3,306957.3,306957.3,613914.6,Emerging,75.6,75.80947186291009,-0.20947186291009245,0.20947186291009245
Technology,Asia,2015,1032.1,21.8,4030.5,,18.6,36.7,29.2,55220.1,33132.0,110440.2,Emerging,28.1,28.776204187189602,-0.676204187189601,0.676204187189601
Healthcare,Europe,2022,2629.4,2.4,734.4,4.6,81.6,99.7,63.7,165375.0,165375.0,330750.1,Developed,81.7,81.25145152886613,0.44854847113387564,0.44854847113387564
Energy,Asia,2016,25348.7,1.3,5316.7,0.9,37.5,14.5,67.3,23768146.4,7130443.9,237681463.5,Emerging,39.7,39.610717686002545,0.08928231399745812,0.08928231399745812
Manufacturing,Middle East,2017,1139.1,13.4,2200.0,4.5,47.5,44.9,6.3,296376.9,395169.2,4939614.9,Emerging,32.9,33.32444572477074,-0.4244457247707416,0.4244457247707416
Utilities,Asia,2020,3474.6,11.9,4766.9,-3.1,50.2,33.4,40.6,2359700.7,1474812.9,23597006.9,Emerging,41.4,41.119084915939155,0.28091508406084387,0.28091508406084387
Technology,Latin America,2017,60556.9,8.6,86036.0,7.9,79.2,67.5,48.5,1955375.5,1173225.3,3910751.0,Emerging,65.0,65.09762506839274,-0.09762506839274465,0.09762506839274465
Consumer Goods,Europe,2018,8754.7,15.8,34169.6,3.9,67.1,47.6,96.1,1278599.3,1598249.1,6392996.3,Developed,70.3,70.11293264264218,0.18706735735781876,0.18706735735781876
Manufacturing,Middle East,2018,1029.4,13.6,2630.1,-3.4,36.6,29.2,5.6,291511.5,388682.0,4858525.5,Emerging,23.8,25.071924620092293,-1.2719246200922925,1.2719246200922925
Utilities,North America,2024,1267.3,14.5,1811.3,13.3,24.9,49.0,76.3,1039825.9,649891.2,10398259.2,Developed,50.0,49.824001046572384,0.17599895342761585,0.17599895342761585
Retail,Europe,2020,2647.5,0.5,183.6,23.2,52.8,98.1,77.1,219898.8,109949.4,439797.5,Developed,76.0,76.91906487285871,-0.9190648728587121,0.9190648728587121
Manufacturing,Africa,2025,3396.4,12.6,7739.0,10.7,35.3,61.1,7.7,970939.8,1294586.4,16182330.2,Emerging,34.7,35.42802768408254,-0.7280276840825337,0.7280276840825337
Finance,Africa,2023,2891.9,10.2,5295.1,7.9,56.3,18.1,41.9,46612.2,23306.1,116530.6,Emerging,38.7,39.17871196428568,-0.4787119642856794,0.4787119642856794
Healthcare,Latin America,2021,5407.5,15.3,20172.8,13.4,65.2,75.4,47.9,402285.3,402285.3,804570.5,Emerging,62.8,63.9168699656229,-1.1168699656229037,1.1168699656229037
Finance,Europe,2021,13232.4,23.8,33586.7,13.9,87.3,70.6,78.4,155799.2,77899.6,389497.9,Developed,78.8,79.58868123825069,-0.7886812382506889,0.7886812382506889
Consumer Goods,Asia,2019,517.3,5.1,475.9,14.8,54.1,82.8,76.9,84944.3,106180.4,424721.4,Emerging,71.3,71.63121189126032,-0.3312118912603239,0.3312118912603239
Utilities,Europe,2025,1520.2,-3.3,5970.1,-6.3,55.3,93.3,53.2,988503.8,617814.9,9885037.9,Developed,67.3,66.22132818961751,1.0786718103824882,1.0786718103824882
Energy,Oceania,2019,2354.1,20.7,4529.5,-2.5,69.1,38.3,75.7,1685535.8,505660.7,16855357.6,Developed,61.1,61.12190393772555,-0.021903937725546996,0.021903937725546996
Manufacturing,Asia,2022,2906.8,9.2,3609.8,13.6,59.3,40.6,26.2,684317.5,912423.3,11405291.1,Emerging,42.0,42.03089093590116,-0.03089093590116221,0.03089093590116221
Consumer Goods,North America,2024,1565.3,1.9,458.4,1.1,54.7,40.3,26.3,255749.2,319686.4,1278745.8,Developed,40.4,41.08248452763294,-0.6824845276329441,0.6824845276329441
Retail,Europe,2021,2480.6,4.5,1489.6,5.8,42.7,95.3,79.4,223580.7,111790.3,447161.3,Developed,72.5,72.51798964449002,-0.017989644490015166,0.017989644490015166
Retail,Africa,2024,1217.0,5.1,1404.7,12.4,69.3,46.1,63.5,87038.4,43519.2,174076.8,Emerging,59.6,58.995380833368316,0.6046191666316858,0.6046191666316858
Healthcare,Asia,2022,7671.1,13.7,23131.0,4.6,82.2,57.5,64.1,479048.1,479048.1,958096.3,Emerging,67.9,67.83057768413207,0.06942231586793923,0.06942231586793923
Consumer Goods,North America,2025,4774.7,24.3,15545.9,1.7,84.7,44.6,100.0,579464.2,724330.3,2897321.2,Developed,76.4,77.03206399868478,-0.6320639986847709,0.6320639986847709
Retail,Europe,2023,1794.4,5.7,2126.7,6.4,68.1,80.1,73.9,129822.8,64911.4,259645.5,Developed,74.0,74.30667552680934,-0.30667552680934307,0.30667552680934307
Energy,Oceania,2025,2230.7,-20.0,2914.0,-13.0,53.2,96.7,44.6,1846254.4,553876.3,18462543.8,Developed,64.8,65.09487494408651,-0.2948749440865157,0.2948749440865157
Transportation,Asia,2017,1732.8,9.5,2139.9,12.3,9.5,70.4,42.5,1178524.9,196420.8,3928416.3,Emerging,40.8,41.22698769451881,-0.42698769451881446,0.42698769451881446
Technology,Latin America,2021,2046.9,0.2,57.7,20.8,100.0,68.1,44.4,51172.1,30703.3,102344.2,Emerging,70.8,71.0025830264738,-0.20258302647380333,0.20258302647380333
Retail,Latin America,2024,734.9,-2.3,2863.5,-6.1,89.6,19.1,57.4,42093.5,21046.7,84186.9,Emerging,55.4,57.34211359262635,-1.9421135926263489,1.9421135926263489
Finance,Middle East,2024,4183.3,19.2,13796.7,1.0,98.7,29.2,23.7,42619.1,21309.5,106547.7,Emerging,50.5,49.32616476327332,1.1738352367266813,1.1738352367266813
Consumer Goods,Asia,2015,2942.8,12.5,8364.8,,26.5,68.4,33.7,597142.7,746428.4,2985713.4,Emerging,42.9,43.15166817654249,-0.25166817654249485,0.25166817654249485
Finance,Africa,2018,1433.2,23.1,6037.6,-3.7,98.3,25.2,72.6,14676.6,7338.3,36691.4,Emerging,65.4,65.8448283980819,-0.44482839808189567,0.44482839808189567
Technology,Africa,2017,5371.2,19.6,30777.5,1.7,93.0,12.7,16.1,147445.9,88467.5,294891.8,Emerging,40.6,41.21945449621859,-0.6194544962185873,0.6194544962185873
Retail,North America,2021,2792.7,12.2,7030.4,1.5,64.1,55.1,91.8,209798.8,104899.4,419597.6,Developed,70.3,70.81064099225814,-0.5106409922581463,0.5106409922581463
Manufacturing,Europe,2023,2204.6,1.5,300.8,12.9,19.1,96.5,60.1,705384.1,940512.2,11756402.1,Developed,58.6,57.38061416188744,1.219385838112558,1.219385838112558
Technology,Middle East,2016,6056.8,24.6,48249.5,-1.2,88.3,49.0,19.8,176241.3,105744.8,352482.6,Emerging,52.4,52.80556693370959,-0.4055669337095935,0.4055669337095935
Healthcare,Latin America,2019,420.6,6.2,329.6,-2.3,80.0,30.5,23.0,26906.4,26906.4,53812.7,Emerging,44.5,44.05771686838134,0.44228313161865884,0.44228313161865884
Energy,Middle East,2020,1023.6,2.7,547.9,3.1,49.2,46.1,25.7,876142.5,262842.7,8761425.0,Emerging,40.3,40.02501255800234,0.27498744199765923,0.27498744199765923
Utilities,Oceania,2025,4003.6,7.0,3850.6,7.2,50.7,89.1,34.2,2707710.5,1692319.1,27077105.0,Developed,58.0,57.604860887678626,0.3951391123213739,0.3951391123213739
Transportation,Oceania,2020,238.6,-9.2,264.1,-6.5,69.5,15.5,10.8,102139.3,17023.2,340464.3,Developed,31.9,32.42033147422513,-0.5203314742251308,0.5203314742251308
Utilities,Asia,2017,979.0,5.3,582.0,5.8,61.4,54.8,53.6,603374.8,377109.2,6033747.7,Emerging,56.6,56.10937243021131,0.4906275697886926,0.4906275697886926
Utilities,Oceania,2023,3624.2,10.6,5546.8,0.5,50.1,90.4,36.1,2463191.3,1539494.5,24631912.7,Developed,58.9,58.08517277609005,0.8148272239099512,0.8148272239099512
Manufacturing,Africa,2016,1864.7,7.0,1130.9,13.6,51.9,9.7,26.6,467900.7,623867.6,7798345.0,Emerging,29.4,29.236460621080983,0.16353937891901538,0.16353937891901538
